"EFF_DATE","FACILITY_ID","FACILITY_TYPE","STATE_CODE","COUNTRY_CODE","RADAR_TYPE","RADAR_NO","RADAR_HRS","REMARK"
"2026/06/11","GUS","AIRPORT","IN","US","ASR",2,"NO-NOTAM MP 1200-1400Z++ MON.  ASR APCH SVC 1200-0400Z++ DLY.",""
"2026/06/11","GVT","AIRPORT","TX","US","ASR",1,"0730-1600",""
"2026/06/11","GXY","AIRPORT","CO","US","ASR",1,"24",""
"2026/06/11","HEY","AIRPORT","AL","US","PAR",1,"OPR 1130-0545Z++ OR TIL MISSION CMPLT, MON-FRI EXC HOL, OT CTC CAIRNS TWR.",""
"2026/06/11","HMN","AIRPORT","NM","US","ASR",1,"0800-2200",""
"2026/06/11","HNL","AIRPORT","HI","US","ASR",1,"24",""
"2026/06/11","HOP","AIRPORT","KY","US","PAR",2,"PAR UNAVBL 0400-1400Z++.",""
"2026/06/11","HOP","AIRPORT","KY","US","ASR",3,"0600-2200.  ILS RADAR SEE TERMINAL FLIP FOR RADAR MINIMA.",""
"2026/06/11","HOU","AIRPORT","TX","US","ASR",1,"24",""
"2026/06/11","HPN","AIRPORT","NY","US","ASR",1,"0600-2300",""
"2026/06/11","HRL","AIRPORT","TX","US","ASR",1,"0600-0000",""
"2026/06/11","HST","AIRPORT","FL","US","ASR",1,"0700-2300","(RADAR_HRS) NO-NOTAM MP: 1000-1400Z++ WED (1500/3+1)."
"2026/06/11","HSV","AIRPORT","AL","US","ASR",1,"0600-0000",""
"2026/06/11","HTS","AIRPORT","WV","US","ASR",1,"24",""
"2026/06/11","HUA","AIRPORT","AL","US","PAR",1,"0600-1900 MON-FRI EXCP HOLS; OTR TIMES PPR.",""
"2026/06/11","HUF","AIRPORT","IN","US","ASR",1,"24",""
"2026/06/11","I90","TRACON","TX","US","ASR",1,"24",""
"2026/06/11","I90","TRACON","TX","US","ASR",2,"24",""
"2026/06/11","I90","TRACON","TX","US","ASR",3,"24",""
"2026/06/11","I90","TRACON","TX","US","ASR",4,"24",""
"2026/06/11","IAD","AIRPORT","DC","US","ASR",1,"24",""
"2026/06/11","IAH","AIRPORT","TX","US","ASR",1,"24",""
"2026/06/11","ICT","AIRPORT","KS","US","ASR",1,"24",""
"2026/06/11","ILM","AIRPORT","NC","US","ASR",1,"24",""
"2026/06/11","ILN","AIRPORT","OH","US","ASR",1,"24",""
"2026/06/11","IND","AIRPORT","IN","US","ASR",1,"24",""
"2026/06/11","ISP","AIRPORT","NY","US","ASR",1,"0600-0000",""
"2026/06/11","ITO","AIRPORT","HI","US","ASR",1,"0600-2200",""
"2026/06/11","IWA","AIRPORT","AZ","US","ASR",1,"0600-2200",""
"2026/06/11","JAN","AIRPORT","MS","US","ASR",1,"0600-2300",""
"2026/06/11","JAX","AIRPORT","FL","US","ASR",1,"24",""
"2026/06/11","JFK","AIRPORT","NY","US","ASR",1,"24",""
"2026/06/11","JRF","AIRPORT","HI","US","ASR",1,"1000-1800.","(RADAR_TYPE) GCA OTS INDEFLY."
"2026/06/11","JRF","AIRPORT","HI","US","PAR",2,"1000-1800.","(RADAR_TYPE) GCA OTS INDEFLY."
"2026/06/11","KWA","AIRPORT","","MH","BCN",1,"MON 1200-2000, TUE-SAT 0545-2130",""
"2026/06/11","LAN","AIRPORT","MI","US","ASR",1,"24",""
"2026/06/11","LAS","AIRPORT","NV","US","ASR",1,"24",""
"2026/06/11","LAX","AIRPORT","CA","US","ASR",2,"24",""
"2026/06/11","LCH","AIRPORT","LA","US","ASR",1,"0600-2200",""
"2026/06/11","LEX","AIRPORT","KY","US","ASR",1,"24",""
"2026/06/11","LFI","AIRPORT","VA","US","ASR",1,"24",""
"2026/06/11","LFT","AIRPORT","LA","US","ASR",1,"0530-2230",""
"2026/06/11","LGB","AIRPORT","CA","US","ASR",1,"24",""
"2026/06/11","LIH","AIRPORT","HI","US","ASR",1,"24",""
"2026/06/11","LIT","AIRPORT","AR","US","ASR",1,"24",""
"2026/06/11","LMT","AIRPORT","OR","US","ASR",1,"24",""
"2026/06/11","LNK","AIRPORT","NE","US","ASR",1,"0530-0000",""
"2026/06/11","LRF","AIRPORT","AR","US","ASR",1,"1400-2200Z++ MON-FRI, CLSD WKENDS & HOLS.",""
"2026/06/11","LSV","AIRPORT","NV","US","ASR",1,"24","(RADAR_TYPE) ILS/RADAR: TOLICHA PEAK RADAR - NO-NOTAM MP: ASR FIRST FULL WEEK OF EVERY MONTH.  "
"2026/06/11","LSV","AIRPORT","NV","US","ASR",3,"NELLIS ASR NO-NOTAM MP 0700-1100Z++ MON-FRI.","(RADAR_TYPE) ILS/RADAR: TOLICHA PEAK RADAR - NO-NOTAM MP: ASR FIRST FULL WEEK OF EVERY MONTH.  "
"2026/06/11","LTS","AIRPORT","OK","US","ASR",1,"ASR OPRS 0730-0130 MON-FRI EXCP HOL.",""
"2026/06/11","LTS","AIRPORT","OK","US","PAR",2,"PAR OPRS 1000-0000 MON-FRI EXCP HOL.",""
"2026/06/11","LUF","AIRPORT","AZ","US","ASR",1,"OPR MON-THU 1330Z-0530Z, FRI 1330Z-0130Z, CLSD WEEKENDS, HOL, AND AETC FAMILY DAYS.  NO NOTAM MP: ASR (DIGITAL) 0600-1330Z WEEKDAY.",""
"2026/06/11","LUF","AIRPORT","AZ","US","PAR",2,"OPR MON-THU 1330Z-0530Z, FRI 1330Z-0130Z, CLSD WEEKENDS, HOL, AND AETC FAMILY DAYS.",""
"2026/06/11","LYH","AIRPORT","VA","US","ASR",1,"24",""
"2026/06/11","MAF","AIRPORT","TX","US","ASR",1,"0600-0000",""
"2026/06/11","MBS","AIRPORT","MI","US","ASR",1,"0600-2300",""
"2026/06/11","MCC","AIRPORT","CA","US","ASR",1,"24",""
"2026/06/11","MCI","AIRPORT","MO","US","ASR",1,"24",""
"2026/06/11","MCO","AIRPORT","FL","US","ASR",1,"24",""
"2026/06/11","MDT","AIRPORT","PA","US","ASR",1,"24",""
"2026/06/11","MEI","AIRPORT","MS","US","ASR",1,"0900-1700 MON-FRI EXCP HOLS.",""
"2026/06/11","MEI","AIRPORT","MS","US","PAR",2,"0900-1700 MON-FRI EXCP HOLS.",""
"2026/06/11","MEM","AIRPORT","TN","US","ASR",1,"24",""
"2026/06/11","MFD","AIRPORT","OH","US","ASR",1,"0600-2300",""
"2026/06/11","MFR","AIRPORT","OR","US","ASR",1,"0600-2300",""
"2026/06/11","MGE","AIRPORT","GA","US","ASR",1,"0700-2300.",""
"2026/06/11","MGM","AIRPORT","AL","US","ASR",1,"0600-2300",""
"2026/06/11","MHT","AIRPORT","NH","US","ASR",1,"24",""
"2026/06/11","MIA","AIRPORT","FL","US","ASR",2,"24",""
"2026/06/11","MIB","AIRPORT","ND","US","ASR",2,"OPR 24 HRS FROM MON 1300Z++ THRU SAT 0500Z++ SAT AND SUN 1300-0500Z++.","(RADAR_TYPE) DIGITAL ASR NO-NOTAM MP 0600-1200Z++ MON-FRI (1500/3+1)."
"2026/06/11","MKE","AIRPORT","WI","US","ASR",1,"24",""
"2026/06/11","MKG","AIRPORT","MI","US","ASR",1,"0600-2300",""
"2026/06/11","MLI","AIRPORT","IL","US","ASR",1,"24",""
"2026/06/11","MLU","AIRPORT","LA","US","ASR",1,"0600-2200",""
"2026/06/11","MOB","AIRPORT","AL","US","ASR",1,"0600-2300",""
"2026/06/11","MRB","AIRPORT","WV","US","ASR",1,"24",""
"2026/06/11","MRY","AIRPORT","CA","US","ASR",1,"0600-2100","(RADAR_TYPE) ASR-11 ANTENNA LOCATED MARINA MUNI (OAR), REMOTED TO MONTEREY RGNL (MRY). ASR-11 SERVES MRY AND OAR."
"2026/06/11","MSN","AIRPORT","WI","US","ASR",1,"0600-2300",""
"2026/06/11","MSO","AIRPORT","MT","US","ASR",1,"0600-2320",""
"2026/06/11","MSP","AIRPORT","MN","US","ASR",1,"24",""
"2026/06/11","MSY","AIRPORT","LA","US","ASR",1,"24",""
"2026/06/11","MTC","AIRPORT","MI","US","ASR",2,"0730-2300",""
"2026/06/11","MUO","AIRPORT","ID","US","ASR",1,"24",""
